Id,MSSubClass,MSZoning,LotFrontage,LotArea,Paved,LotShape,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Bath,SalePrice
216,185224,191004,72,10011,1,0,180183,1,179956,185763,175985,5,6,1957,1996,171483,179803,163077,167661,204691,64,1,3,149805,2,3,1,360,0,710,1070,2,1,0,1236,2,1,2,6,3,1,2,202892,1957,142156,1,447,3,187885,2,173401,175202,10,134450
217,185224,191004,65,8450,1,1,180183,1,179956,185763,175985,7,5,2004,2004,171483,179803,213732,214432,204691,266,2,3,225230,3,3,2,946,0,490,1436,4,1,0,1436,3,1,2,8,6,0,1,202892,2004,142156,2,484,3,187885,2,173401,175202,20,210000
218,166772,126316,57,9906,1,1,180183,1,179956,185763,210051,4,4,1925,1950,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,0,0,686,686,1,0,518,1328,3,1,1,8,6,0,1,134091,1940,142156,1,210,3,187885,2,173401,149600,10,107000
219,143302,191004,69,15660,1,0,180183,1,179956,185763,143116,7,9,1939,2006,171483,179803,213732,214432,204691,312,2,2,149805,2,3,1,341,0,457,798,4,1,817,1954,3,1,2,8,6,2,3,202892,1939,142156,2,431,3,187885,2,173401,175202,15,311500
220,200779,191004,43,3010,1,1,180183,1,179956,181959,175985,7,5,2005,2006,171483,179803,213732,214432,204691,16,2,3,225230,3,3,3,16,0,1232,1248,4,1,0,1248,2,1,2,5,6,0,1,202892,2005,240052,2,438,3,187885,2,274945,272291,20,167240
221,185224,191004,73,8990,1,0,180183,1,179956,185763,175985,7,5,2006,2006,171483,179803,213732,214432,156221,0,2,3,225230,3,3,2,0,0,1498,1498,4,1,0,1498,2,1,2,5,6,0,1,202892,2006,202068,2,675,3,187885,2,274945,272291,20,204900
222,239948,191004,69,8068,1,0,180183,1,179956,185763,210051,6,5,2002,2002,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,1010,1010,4,1,1257,2267,4,1,2,8,6,1,3,254751,2002,202068,2,390,3,187885,2,200039,175202,25,200000
223,239948,191004,85,11475,1,1,180183,1,179956,185763,210051,6,6,1975,1975,171483,179803,213732,214432,156221,0,1,3,149805,3,3,1,550,0,163,713,2,1,741,1552,3,1,1,6,6,1,3,202892,1975,202068,2,434,3,187885,2,173401,175202,25,179900
224,185224,191004,70,10500,1,1,180183,1,179956,185763,175985,4,6,1971,1971,171483,179803,163077,167661,156221,0,1,3,149805,2,3,1,524,180,160,864,3,1,0,864,2,1,1,4,6,0,1,134091,1989,142156,2,576,3,187885,2,173401,146526,10,97000
225,185224,191004,103,13472,1,1,180183,1,179956,185763,175985,10,5,2003,2003,218876,179803,213732,214432,204691,922,3,3,225230,4,3,4,56,0,2336,2392,4,1,0,2392,3,1,3,8,6,1,5,202892,2003,240052,3,968,3,187885,2,173401,175202,20,386250
226,138647,126316,21,1680,1,1,180183,1,179956,135911,210051,5,5,1971,1971,171483,179803,163077,167661,204691,142,1,3,149805,2,3,1,0,0,630,630,2,1,672,1302,3,1,1,6,6,0,1,134091,1991,142156,1,280,3,187885,2,143973,146526,25,112000
227,239948,191004,82,9950,1,0,180183,1,179956,185763,210051,7,5,1995,1995,171483,179803,213732,214432,204691,290,2,3,225230,3,3,1,565,0,638,1203,4,1,1306,2520,4,1,2,9,6,1,3,202892,1995,202068,3,721,3,187885,2,173401,146526,25,290000
228,138647,126316,21,1869,1,1,180183,1,179956,135911,210051,6,6,1970,1970,171483,179803,163077,167661,204691,127,1,3,149805,2,3,1,321,0,162,483,2,1,504,987,2,1,1,5,6,0,1,134091,1987,142156,1,280,3,187885,2,173401,175202,15,106000
229,185224,191004,70,8521,1,1,180183,1,179956,185763,175985,5,5,1967,1967,171483,179803,163077,167661,156221,0,1,3,149805,2,3,1,842,0,70,912,2,1,0,912,3,1,1,5,6,1,2,134091,1974,142156,1,336,3,187885,2,173401,175202,10,125000
230,200779,191004,43,3182,1,1,180183,1,179956,181959,175985,7,5,2005,2006,171483,179803,213732,214432,204691,16,2,3,225230,3,3,3,16,0,1357,1373,4,1,0,1555,2,1,2,7,6,1,3,202892,2005,240052,2,430,3,187885,2,173401,175202,20,192500
231,185224,191004,73,8760,1,1,180183,1,179956,185763,175985,6,6,1959,1959,218876,179803,149422,149803,204691,220,1,3,149805,2,3,1,0,0,1194,1194,2,1,0,1194,3,1,1,6,6,0,1,202892,1959,202068,1,312,3,187885,2,173401,175202,10,148000
232,239948,191004,174,15138,1,0,180183,1,179956,185763,210051,8,5,1995,1996,171483,179803,213732,214432,204691,506,2,3,225230,3,3,1,689,0,773,1462,4,1,1304,2794,4,1,3,9,6,1,3,202892,1995,240052,3,810,3,187885,2,173401,175202,25,403000
233,138647,126316,21,1680,1,1,180183,1,179956,135911,210051,6,5,1972,1972,171483,179803,163077,167661,204691,297,1,3,149805,2,3,1,0,0,483,483,2,1,504,987,2,1,1,5,6,1,0,202892,1972,142156,1,288,3,187885,2,173401,175202,15,94500
234,185224,191004,75,10650,1,1,180183,1,179956,185763,175985,5,6,1976,1976,171483,179803,163077,167661,156221,0,1,3,149805,2,4,3,182,712,0,894,2,1,0,894,3,1,1,5,6,0,1,202892,1976,142156,1,308,3,187885,2,173401,175202,10,128200
235,239948,191004,69,7851,1,1,180183,1,179956,185763,210051,6,5,2002,2002,171483,179803,213732,214432,236433,0,2,3,225230,3,3,1,625,0,235,860,4,1,1100,1960,4,1,2,8,6,2,3,254751,2002,240052,2,440,3,187885,2,173401,175202,25,216500
236,138647,126316,21,1680,1,1,180183,1,179956,181959,210051,6,3,1971,1971,171483,179803,163077,167661,204691,604,1,3,149805,2,3,1,358,0,125,483,2,1,504,987,2,1,1,5,6,0,1,134091,1971,142156,1,264,3,187885,2,173401,175202,15,89500
237,185224,191004,65,8773,1,1,180183,1,179956,185763,175985,7,5,2004,2004,171483,179803,213732,214432,204691,98,2,3,225230,3,3,3,24,0,1390,1414,4,1,0,1414,3,1,2,6,6,0,1,202892,2004,202068,2,494,3,187885,2,173401,175202,20,185500
238,239948,191004,69,9453,1,0,180183,1,179956,185763,210051,7,7,1993,2003,171483,179803,163077,167661,156221,0,2,3,225230,3,3,1,402,0,594,996,4,1,730,1744,3,1,2,7,6,0,1,202892,1993,202068,2,457,3,187885,2,173401,175202,25,194500
239,185224,191004,93,12030,1,1,180183,1,179956,185763,175985,8,5,2007,2007,218876,179803,213732,214432,204691,254,3,3,225230,4,3,1,0,0,1694,1694,4,1,0,1694,3,1,2,7,6,0,1,202892,2007,240052,3,818,3,187885,2,274945,272291,20,318000
240,143302,191004,52,8741,1,1,180183,1,179956,185763,143116,6,4,1945,1950,171483,179803,213732,214432,156221,0,1,3,149805,2,2,1,94,0,641,735,2,1,689,1487,3,1,1,7,6,1,4,134091,1949,142156,1,220,3,187885,2,173401,175202,15,113000
241,185224,214014,75,9000,1,1,180183,1,179956,185763,175985,8,5,2008,2008,171483,179803,213732,214432,265583,36,2,3,225230,3,3,3,1078,0,488,1566,4,1,0,1566,3,1,2,7,6,0,1,202892,2008,202068,2,750,3,187885,2,173401,175202,20,262500
242,95829,126316,40,3880,1,1,180183,1,179956,185763,175985,5,9,1945,1997,171483,179803,213732,214432,156221,0,1,2,149805,2,3,1,329,0,357,686,3,1,0,866,2,1,2,4,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,110500
243,143302,126316,63,5000,1,1,180183,1,179956,185763,143116,5,4,1900,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,540,540,3,0,551,1440,3,1,1,6,6,0,1,202892,1940,142156,1,352,2,187885,2,173401,175202,10,79000
244,138647,191004,75,10762,1,1,180183,1,179956,181959,210051,6,6,1980,1980,171483,179803,175942,168112,156221,0,1,3,149805,3,3,1,0,0,626,626,2,1,591,1217,3,1,1,6,6,1,3,202892,1980,202068,1,288,3,187885,2,173401,175202,15,120000
245,239948,191004,69,8880,1,0,180183,1,179956,185763,210051,7,5,1994,2002,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,695,0,253,948,4,1,888,2110,3,1,2,8,6,2,2,202892,1994,202068,2,463,3,187885,2,173401,175202,25,205000
246,185224,191004,80,10400,1,1,180183,1,179956,185763,175985,7,5,1988,1988,171483,179803,149841,148386,204691,102,1,3,149805,3,3,3,929,0,916,1845,3,1,0,1872,3,1,1,6,6,1,3,202892,1988,240052,2,604,3,187885,2,173401,175202,20,241500
247,129613,126316,69,9142,1,1,180183,1,179956,128432,210051,6,8,1910,1950,171483,179803,107385,114060,156221,0,1,1,166059,1,3,1,0,0,1020,1020,3,0,1020,1928,4,2,0,9,6,0,1,134091,1910,142156,1,440,0,108679,2,173401,175202,20,137000
248,185224,191004,75,11310,1,1,180183,1,179956,185763,175985,6,5,1954,1954,218876,179803,149841,195817,156221,0,1,3,149805,2,3,1,0,0,1367,1367,4,1,0,1375,2,1,1,5,6,1,3,202892,1954,142156,2,451,3,187885,2,173401,175202,10,140000
249,239948,191004,72,11317,1,1,180183,1,179956,185763,210051,7,5,2003,2003,171483,179803,213732,214432,204691,101,2,3,225230,3,3,1,0,0,840,840,4,1,828,1668,3,1,2,8,6,0,1,202892,2003,202068,2,500,3,187885,2,173401,175202,25,180000
250,143302,191004,69,159000,1,0,203661,1,204379,185763,143116,6,7,1958,2006,171483,179803,149841,167661,146318,472,2,3,149805,3,3,4,697,0,747,1444,3,1,700,2144,4,1,2,7,6,2,3,202892,1958,240052,2,389,3,187885,2,173401,175202,20,277000
251,95829,191004,55,5350,1,0,180183,1,179956,185763,175985,3,2,1940,1966,171483,179803,149841,168112,156221,0,1,0,149805,2,3,1,0,0,728,728,4,1,0,1306,3,1,0,6,5,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,76500
252,200779,126316,44,4750,1,0,231533,1,196734,181959,175985,8,5,2006,2007,218876,179803,213732,214432,265583,481,2,3,225230,3,3,4,1573,0,0,1573,4,1,0,1625,2,1,2,5,6,1,4,202892,2006,240052,2,538,3,187885,2,173401,149600,20,235000
253,239948,191004,65,8366,1,0,180183,1,179956,185763,210051,6,5,2004,2004,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,798,798,4,1,842,1640,3,1,2,6,6,0,1,202892,2004,202068,2,520,3,187885,2,173401,175202,25,173000
254,169736,191004,85,9350,1,1,180183,1,179956,185763,166703,6,7,1964,1991,218876,179803,163077,167661,204691,108,1,3,149805,3,3,4,270,580,452,1302,4,1,0,1302,3,1,2,7,3,0,1,202892,1964,202068,1,309,3,187885,2,209192,175202,20,158000
255,185224,191004,70,8400,1,1,180183,1,179956,185763,175985,5,6,1957,1957,171483,179803,149422,149803,156221,0,1,2,149805,2,3,1,922,0,392,1314,2,1,0,1314,3,1,1,5,6,0,1,202892,1957,202068,1,294,3,187885,2,173401,175202,10,145000
256,239948,191004,66,8738,1,0,180183,1,179956,185763,210051,7,5,1999,1999,171483,179803,213732,214432,204691,302,2,3,225230,3,3,1,0,0,975,975,4,1,1286,2291,4,1,2,8,6,1,3,254751,1999,240052,2,429,3,187885,2,173401,175202,25,230000
257,239948,214014,64,8791,1,0,180183,1,179956,185763,210051,6,5,2003,2003,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,503,0,361,864,4,1,864,1728,3,1,2,7,6,0,1,202892,2003,202068,2,673,3,187885,2,173401,175202,25,207500
258,185224,191004,68,8814,1,1,180183,1,179956,185763,175985,7,5,2006,2006,171483,179803,213732,214432,265583,180,2,3,225230,3,3,1,1334,0,270,1604,4,1,0,1604,3,1,2,8,6,1,4,202892,2006,202068,2,660,3,187885,2,173401,146526,25,220000
259,239948,191004,80,12435,1,1,180183,1,179956,185763,210051,7,5,2001,2001,171483,179803,213732,214432,204691,172,2,3,225230,3,3,1,361,0,602,963,4,1,829,1792,3,1,2,7,6,1,3,202892,2001,202068,2,564,3,187885,2,173401,175202,25,231500
260,185224,126316,70,12702,1,1,180183,1,179956,185763,175985,5,5,1956,1956,171483,179803,194573,195817,156221,0,1,3,225230,0,1,0,0,0,0,0,3,1,0,882,2,1,1,4,6,0,1,134091,1956,142156,1,308,3,187885,2,173401,175202,10,97000
261,169736,191004,120,19296,1,1,180183,1,179956,185763,166703,6,5,1962,1962,171483,179803,149841,148386,204691,399,1,3,149805,2,3,4,672,690,0,1362,2,1,0,1382,3,1,1,6,6,1,3,202892,1991,142156,2,884,3,187885,2,173401,175202,10,176000
262,239948,191004,69,9588,1,0,180183,1,179956,185763,210051,8,5,2007,2007,171483,179803,231690,230093,265583,270,2,3,225230,4,3,1,0,0,1482,1482,4,1,1092,2574,3,1,3,10,6,1,4,254751,2007,240052,3,868,3,187885,2,274945,272291,25,276000
263,169736,191004,88,8471,1,0,180183,1,179956,185763,166703,6,7,1977,1995,171483,179803,163077,168112,204691,46,1,3,149805,3,4,3,506,0,0,506,2,1,0,1212,3,1,1,6,6,1,3,202892,1978,142156,2,492,3,187885,2,173401,175202,10,151000
264,143302,126316,50,5500,1,1,180183,1,179956,185763,143116,5,7,1929,2001,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,234,692,0,926,2,1,0,1316,3,1,1,6,6,0,1,134091,1974,142156,2,484,3,187885,2,173401,175202,10,130000
265,95829,126316,30,5232,1,0,143104,1,179956,185763,175985,5,5,1925,2004,171483,179803,149841,148386,156221,0,1,3,132291,1,3,1,0,0,680,680,3,0,0,764,2,1,1,4,6,0,1,134091,1965,142156,2,504,3,187885,0,173401,175202,10,73000
266,185224,191004,78,12090,1,0,180183,1,179956,185763,175985,6,6,1981,1981,171483,179803,149422,149803,204691,210,1,2,149805,3,3,1,588,228,606,1422,2,1,0,1422,3,1,2,7,6,1,3,202892,1981,240052,2,576,3,187885,2,173401,175202,20,175500
267,239948,191004,70,11207,1,0,231533,1,179956,185763,210051,6,5,1997,1997,171483,179803,213732,214432,156221,0,1,3,225230,3,3,3,714,0,88,802,3,1,709,1511,3,1,1,8,6,1,3,202892,1997,240052,2,413,3,187885,2,173401,175202,25,185000
268,192437,191004,60,8400,1,1,143104,1,196734,185763,219964,5,8,1939,1997,171483,179803,149841,148386,156221,0,1,3,225230,2,3,1,378,0,342,720,4,1,720,2192,4,1,2,8,6,1,4,134091,1939,142156,1,240,3,187885,2,173401,175202,25,179500
269,95829,126316,71,6900,1,1,180183,1,179956,185763,175985,5,6,1940,1955,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,403,125,212,740,4,1,0,778,2,1,1,4,6,1,4,134091,1966,240052,1,924,5,139308,2,173401,175202,10,120500
270,185224,191004,69,7917,1,0,180183,1,179956,185763,175985,6,7,1976,1976,218876,179803,163077,167661,204691,174,1,2,149805,2,4,1,751,0,392,1143,2,1,0,1113,3,1,1,6,6,1,2,202892,1987,202068,1,504,3,179930,2,173401,175202,15,148000
271,239948,214014,84,10728,1,1,180183,1,179956,185763,210051,8,5,2006,2006,171483,179803,213732,214432,156221,0,2,3,225230,3,3,2,0,0,1095,1095,3,1,844,1939,3,1,2,8,6,1,4,202892,2006,202068,3,1053,3,187885,2,274945,272291,25,266000
272,185224,191004,73,39104,1,0,203661,1,204379,185763,175985,7,7,1954,2005,194689,180921,175942,168112,156221,0,1,3,149805,3,3,4,226,1063,96,1385,4,1,0,1363,2,1,1,5,5,2,3,202892,1954,142156,2,439,3,187885,2,173401,175202,10,241500
273,239948,191004,92,11764,1,0,180183,1,179956,185763,210051,8,7,1999,2007,171483,179803,213732,214432,204691,348,2,3,225230,3,3,1,524,0,628,1152,4,1,1106,2270,4,1,2,9,6,1,4,202892,1999,240052,3,671,3,187885,2,173401,175202,25,290000
274,185224,191004,80,9600,1,1,180183,1,179956,185763,175985,6,6,1958,1988,218876,179803,149841,148386,146318,183,1,3,149805,2,3,1,620,620,0,1240,3,1,0,1632,3,1,1,6,3,1,4,202892,1958,202068,1,338,3,187885,2,173401,175202,20,139000
275,185224,191004,76,8314,1,1,180183,1,179956,185763,175985,5,7,1982,1982,171483,179803,163077,252061,156221,0,1,3,149805,2,3,4,546,0,270,816,2,1,0,816,2,1,1,5,6,0,1,202892,1982,142156,1,264,3,187885,2,173401,175202,10,124500
276,143302,191004,55,7264,1,1,180183,1,179956,185763,143116,7,7,1925,2007,171483,179803,149841,148386,156221,0,2,2,132291,2,3,1,0,0,952,952,3,0,596,1548,3,1,3,5,6,0,1,134091,1978,142156,2,672,3,187885,2,173401,175202,25,205000
277,185224,191004,129,9196,1,0,180183,1,179956,185763,175985,7,5,2003,2003,171483,179803,213732,214432,156221,0,2,3,225230,4,3,1,0,0,1560,1560,4,1,0,1560,3,1,2,7,6,0,1,202892,2003,240052,2,573,3,187885,2,173401,175202,20,201000
278,185224,191004,140,19138,1,1,180183,1,179956,185763,175985,4,5,1951,1951,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,120,0,744,864,4,1,0,864,2,1,1,4,6,0,1,134091,1951,142156,2,400,3,187885,2,173401,175202,10,141000
279,185224,191004,107,14450,1,1,180183,1,179956,185763,175985,9,5,2006,2007,171483,179803,231690,230093,204691,315,3,3,225230,4,3,4,0,0,2121,2121,4,1,0,2121,3,1,3,8,6,1,5,202892,2007,240052,3,732,3,187885,2,274945,272291,25,415298
280,239948,191004,83,10005,1,1,180183,1,179956,185763,210051,7,5,1977,1977,218876,179803,175942,168112,204691,299,1,3,149805,3,3,1,392,0,768,1160,4,1,866,2022,4,1,1,8,6,1,3,202892,1977,240052,2,505,3,187885,2,173401,175202,25,192000
281,239948,191004,82,11287,1,1,180183,1,179956,185763,210051,7,6,1989,1989,171483,179803,175942,168112,204691,340,2,3,149805,3,3,3,421,0,386,807,3,1,807,1982,3,1,2,7,6,1,3,202892,1989,240052,2,575,3,187885,2,173401,175202,25,228500
282,185224,214014,60,7200,1,1,180183,1,179956,185763,175985,6,5,2006,2006,171483,179803,213732,214432,265583,68,2,3,225230,3,3,1,905,0,357,1262,3,1,0,1262,2,1,2,5,6,0,1,202892,2006,240052,2,572,3,187885,2,274945,272291,20,185000
283,200779,191004,34,5063,1,1,180183,1,179956,135911,175985,7,5,2007,2008,171483,179803,213732,214432,265583,166,2,3,225230,3,3,1,904,0,410,1314,4,1,0,1314,2,1,2,6,6,1,4,202892,2008,202068,2,626,3,187885,2,144369,175202,20,207500
284,185224,191004,74,9612,1,1,180183,1,179956,185763,175985,8,5,2008,2009,171483,179803,213732,214432,265583,72,2,3,225230,3,3,1,0,0,1468,1468,4,1,0,1468,3,1,2,6,6,1,4,202892,2008,240052,3,898,3,187885,2,274945,272291,20,244600
285,200779,191004,50,8012,1,1,180183,1,179956,181959,175985,6,5,1992,1992,171483,179803,175942,252061,156221,0,2,3,225230,3,3,1,430,0,1145,1575,3,1,0,1575,2,1,2,5,6,0,1,202892,1992,202068,2,529,3,187885,2,173401,175202,20,179200
286,138647,214014,35,4251,1,0,180183,1,179956,181959,210051,7,5,2006,2007,171483,179803,149422,149803,156221,0,2,3,225230,3,3,1,0,0,625,625,4,1,625,1250,2,1,2,5,6,0,1,134091,2006,202068,2,528,3,187885,2,274945,272291,25,164700
287,143302,191004,77,9786,1,0,143104,1,179956,185763,143116,6,7,1962,1981,171483,179803,149841,148386,156221,0,1,3,149805,2,3,1,600,0,312,912,2,1,649,1734,3,1,2,7,6,1,4,202892,1962,202068,2,440,3,187885,2,173401,175202,15,159000
288,185224,191004,69,8125,1,0,180183,1,179956,185763,175985,4,4,1971,1971,171483,179803,163077,167661,156221,0,1,3,149805,2,3,1,614,0,244,858,2,1,0,858,3,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,88000
289,185224,191004,69,9819,1,0,180183,1,179956,185763,175985,5,5,1967,1967,171483,179803,149422,149803,204691,31,1,2,149805,2,3,1,450,0,432,882,2,1,0,900,3,1,1,5,6,0,1,134091,1970,142156,1,280,3,187885,2,173401,175202,10,122000
290,166772,191004,60,8730,1,1,180183,1,179956,185763,210051,6,7,1915,2003,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,698,698,4,1,698,1396,3,1,1,7,6,0,1,134091,2003,142156,1,384,3,187885,2,173401,175202,10,153575
291,239948,191004,120,15611,1,1,180183,1,179956,185763,210051,8,5,2006,2006,171483,179803,213732,214432,156221,0,2,3,225230,3,3,3,0,0,1079,1079,4,1,840,1919,3,1,2,8,6,1,4,202892,2006,202068,2,685,4,187885,2,274945,272291,25,233230
292,129613,191004,55,5687,1,1,143104,1,179956,128432,210051,5,6,1912,2000,171483,179803,213732,214432,156221,0,1,1,225230,2,2,1,210,0,570,780,4,0,780,1716,6,1,0,9,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,20,135900
293,143302,191004,60,11409,1,1,180183,1,179956,185763,143116,5,4,1949,2008,171483,179803,149841,148386,156221,0,1,3,149805,2,3,1,292,0,476,768,3,1,568,1716,3,1,1,8,2,1,4,202892,1949,142156,1,281,3,187885,2,173401,175202,15,131000
294,239948,191004,69,16659,1,0,180183,1,179956,185763,210051,7,7,1977,1994,171483,179803,175942,168112,204691,34,1,3,149805,2,3,1,795,0,0,795,1,1,795,2263,3,1,2,9,6,1,3,202892,1977,240052,2,539,3,187885,2,173401,175202,25,235000
295,185224,191004,80,9600,1,1,180183,1,179956,185763,175985,6,5,1953,1953,218876,179803,163077,167661,265583,238,1,3,149805,2,3,1,1285,0,131,1416,2,1,0,1644,3,1,1,7,6,2,4,202892,1953,240052,2,418,3,187885,2,173401,175202,10,167000
296,169736,191004,37,7937,1,0,180183,1,179956,185763,166703,6,6,1984,1984,171483,179803,163077,167661,156221,0,1,3,149805,2,3,3,819,0,184,1003,2,1,0,1003,3,1,1,6,6,0,1,134091,1984,142156,2,588,3,187885,2,173401,175202,10,142500
297,143302,126316,75,13710,1,1,180183,1,179956,185763,143116,5,5,1950,1950,171483,179803,149841,148386,156221,0,1,3,149805,2,3,1,420,0,490,910,2,1,648,1558,4,1,1,6,6,0,1,202892,1950,142156,1,282,3,187885,2,173401,175202,15,152000
298,239948,214014,66,7399,1,0,180183,1,179956,185763,210051,7,5,1997,1998,218876,179803,213732,214432,204691,1600,2,3,225230,3,3,1,649,0,326,975,4,1,975,1950,3,1,2,7,6,1,3,134091,1997,202068,2,576,3,187885,2,173401,175202,25,239000
299,239948,191004,90,11700,1,1,180183,1,179956,185763,210051,6,6,1968,1968,180569,179803,163077,143116,204691,365,2,3,149805,2,3,1,384,175,143,702,3,1,702,1743,3,1,1,7,6,1,4,202892,1968,142156,2,539,3,187885,2,173401,175202,20,175000
300,185224,191004,80,14000,1,1,180183,1,179956,185763,175985,6,8,1950,2004,171483,179803,163077,167661,156221,0,1,2,149805,2,3,1,0,0,1092,1092,4,1,0,1152,3,1,2,6,6,1,4,202892,1950,142156,1,300,3,187885,2,173401,149600,10,158500
301,129613,191004,90,15750,1,1,180183,1,179956,128432,175985,5,5,1953,1953,218876,179803,149422,149803,204691,56,1,3,149805,2,3,2,841,0,324,1165,2,1,0,1336,2,1,1,5,6,2,4,202892,1953,142156,1,375,3,187885,2,173401,175202,10,157000
302,239948,191004,66,16226,1,0,180183,1,179956,185763,210051,8,5,1998,1999,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,281,0,747,1028,4,1,1242,2452,4,1,2,9,6,1,3,254751,1998,240052,2,683,3,187885,2,173401,175202,25,267000
303,185224,191004,118,13704,1,0,180183,1,179956,185763,175985,7,5,2001,2002,171483,179803,213732,214432,204691,150,2,3,225230,3,3,1,0,0,1541,1541,4,1,0,1541,3,1,2,6,6,1,3,202892,2001,202068,3,843,3,187885,2,173401,175202,20,205000
304,185224,191004,70,9800,1,1,180183,1,179956,185763,175985,5,7,1972,1972,171483,179803,213732,214432,156221,0,1,3,225230,2,3,1,894,0,0,894,2,1,0,894,3,1,1,5,6,0,1,202892,1975,142156,2,552,3,187885,2,173401,146526,10,149900
305,192437,126316,87,18386,1,1,180183,1,179956,185763,219964,7,9,1880,2002,171483,179803,231690,230093,156221,0,1,3,132291,2,3,1,0,0,1470,1470,4,1,1818,3493,3,1,2,10,6,1,5,202892,2003,142156,3,870,3,187885,2,173401,175202,30,295000
306,185224,191004,80,10386,1,1,180183,1,179956,185763,175985,8,5,2004,2005,171483,179803,231690,230093,265583,246,2,3,225230,3,3,1,1464,0,536,2000,4,1,0,2000,3,1,2,8,6,0,1,202892,2004,240052,3,888,3,187885,2,173401,175202,20,305900
307,239948,191004,116,13474,1,1,180183,1,179956,185763,210051,7,5,1990,1991,171483,179803,163077,168112,204691,246,2,3,149805,3,3,1,700,0,0,700,3,1,1121,2243,4,1,2,8,6,1,3,202892,1990,202068,3,746,3,187885,2,173401,175202,25,225000
308,143302,126316,69,7920,1,0,180183,1,179956,185763,143116,6,7,1920,1950,171483,179803,149422,149803,156221,0,1,1,149805,2,3,1,0,0,319,319,2,1,371,1406,3,1,0,6,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,89500
309,95829,191004,69,12342,1,0,180183,1,179956,185763,175985,4,5,1940,1950,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,262,0,599,861,4,1,0,861,1,1,1,4,6,0,1,134091,1961,142156,2,539,3,187885,2,173401,175202,10,82500
310,185224,191004,90,12378,1,0,180183,1,179956,185763,175985,9,5,2003,2004,171483,179803,213732,214432,156221,0,2,3,225230,4,3,4,1274,0,622,1896,4,1,0,1944,3,1,3,8,6,3,5,202892,2003,240052,3,708,3,187885,2,173401,175202,20,360000
311,239948,191004,69,7685,1,0,180183,1,179956,185763,210051,6,5,1993,1994,171483,179803,163077,167661,204691,112,1,3,225230,3,3,1,518,0,179,697,3,1,804,1501,3,1,2,6,6,1,3,202892,1993,240052,2,420,3,187885,2,173401,175202,25,165600
312,185224,191004,50,8000,1,1,180183,1,179956,185763,175985,6,6,1948,2002,171483,179803,213732,214432,156221,0,1,2,149805,2,3,1,680,0,292,972,4,1,0,972,2,1,1,5,6,1,4,134091,1948,142156,1,240,3,187885,2,173401,175202,10,132000
313,129613,126316,65,7800,1,1,180183,1,179956,128432,143116,5,7,1939,1950,171483,179803,149422,149803,156221,0,1,3,149805,3,3,2,507,0,286,793,2,1,325,1118,3,1,1,5,6,1,4,134091,1939,142156,2,410,3,187885,2,173401,175202,10,119900
314,185224,191004,150,215245,1,0,203661,1,204379,185763,175985,7,5,1965,1965,218876,179803,194573,195817,156221,0,1,3,149805,3,3,4,1236,820,80,2136,2,1,0,2036,3,1,1,8,6,2,4,202892,1965,202068,2,513,3,187885,2,173401,175202,20,375000
315,166772,126316,60,9600,1,1,180183,1,179956,185763,210051,7,7,1925,1990,171483,179803,149841,148386,156221,0,1,3,132291,2,4,1,16,0,712,728,4,1,809,1641,3,1,3,6,6,1,4,134091,1925,142156,2,546,2,187885,2,173401,175202,15,178000
316,239948,191004,71,7795,1,0,180183,1,179956,185763,210051,7,5,2004,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,425,0,291,716,4,1,716,1432,3,1,2,6,6,1,4,202892,2004,240052,2,432,3,187885,2,173401,175202,25,188500
